fixed acidity,volatile acidity,citric acid,pH,quality
7.7,0.25,0.3,3.1,bad
5.2,0.155,0.33,3.3,good
7,0.31,0.31,2.98,good
7,0.31,0.31,2.98,good
6.6,0.22,0.29,3.05,bad
5.6,0.21,0.4,3.22,good
5.2,0.155,0.33,3.3,good
6.4,0.25,0.32,3.14,bad
6.9,0.22,0.31,3.08,bad
5.3,0.21,0.29,3.3,bad
7.1,0.27,0.28,2.95,bad
5.2,0.17,0.27,3.3,bad
7.7,0.25,0.3,3.1,bad
7,0.12,0.29,3.19,good
7,0.12,0.29,3.19,good
7.1,0.29,0.34,3.21,bad
7.2,0.3,0.3,3.11,bad
6.8,0.26,0.46,3.17,bad
7,0.12,0.29,3.19,good
7.1,0.29,0.34,3.21,bad
4.9,0.33,0.31,3.33,good
5.1,0.29,0.28,3.36,bad
5.1,0.29,0.28,3.36,bad
6.8,0.26,0.48,3.21,bad
6,0.28,0.52,3.1,bad
6,0.28,0.25,3.08,bad
7.2,0.2,0.22,3.37,bad
6.1,0.27,0.25,3.08,bad
6,0.28,0.25,3.08,bad
6.4,0.29,0.3,3.29,good
7.4,0.35,0.24,3.14,bad
8.1,0.12,0.38,2.8,bad
6.4,0.12,0.3,3.01,bad
7.2,0.2,0.22,3.37,bad
7.3,0.4,0.26,2.84,good
7.7,0.11,0.34,3.07,good
6.9,0.23,0.41,3.22,bad
6.9,0.38,0.38,3.02,bad
7.5,0.38,0.29,3.08,good
5.8,0.19,0.24,3.77,bad
5.5,0.34,0.26,3.55,good
6.6,0.23,0.3,3.04,bad
6.6,0.23,0.3,3.04,bad
8.4,0.31,0.31,2.93,bad
6.7,0.2,0.3,3.11,bad
8.4,0.31,0.31,2.93,bad
7.3,0.26,0.24,3.11,bad
6.3,0.22,0.22,3.12,bad
6.6,0.23,0.3,3.04,bad
7.5,0.19,0.4,3.06,bad
8,0.14,0.33,3.07,bad
6.8,0.32,0.39,3.18,bad
6.6,0.23,0.2,2.96,bad
6.6,0.23,0.2,2.96,bad
6.7,0.36,0.26,2.99,good
6.1,0.38,0.42,3.15,good
8.5,0.23,0.28,3.03,good
7,0.2,0.31,3.28,bad
6,0.26,0.32,3.15,bad
6.9,0.3,0.3,3.07,bad
6.7,0.18,0.28,3.11,good
6.7,0.18,0.28,3.11,good
6.8,0.18,0.28,3.11,good
7.2,0.19,0.31,3.15,good
6.2,0.16,0.32,3.22,bad
5,0.27,0.32,3.45,good
6.3,0.37,0.28,3.29,good
6.6,0.2,0.27,3.11,good
6.8,0.18,0.28,3.11,good
6.8,0.18,0.28,3.11,good
6.6,0.28,0.34,3.03,bad
6.5,0.35,0.36,3.11,good
6.9,0.25,0.33,3.02,bad
6,0.32,0.3,3.07,good
6.8,0.18,0.28,3.11,good
6.7,0.18,0.28,3.11,good
6.6,0.2,0.27,3.11,good
6.3,0.37,0.28,3.29,good
7.2,0.19,0.31,3.15,good
6.3,0.18,0.36,3.16,bad
6.9,0.3,0.36,3.08,bad
6.2,0.16,0.32,3.22,bad
5,0.27,0.32,3.45,good
5,0.3,0.33,3.36,good
6.5,0.2,0.5,2.94,bad
6.7,0.25,0.31,3.16,bad
6.6,0.22,0.36,3.2,bad
6.8,0.25,0.37,3.14,bad
7,0.13,0.37,3.05,bad
7,0.45,0.34,3.07,bad
7.2,0.32,0.3,2.99,bad
7,0.13,0.37,3.05,bad
5.9,0.34,0.3,3.09,bad
6.8,0.22,0.31,3.02,good
7.2,0.32,0.3,2.99,bad
8.4,0.32,0.35,3.02,bad
6.8,0.27,0.29,3.34,bad
8,0.74,0.21,3.06,bad
7,0.45,0.34,3.07,bad
7,0.13,0.37,3.05,bad
5.4,0.22,0.29,3.76,good
8.4,0.22,0.3,2.99,bad
7.4,0.32,0.22,3.1,bad
7.5,0.18,0.37,3.2,bad
7.1,0.47,0.29,3.12,good
7.1,0.47,0.29,3.12,good
5.8,0.19,0.25,3.22,bad
6.7,0.14,0.46,3.37,bad
6.8,0.24,0.38,3.15,bad
6.9,0.25,0.47,3.15,bad
6,0.24,0.33,3.13,good
6.8,0.29,0.34,3.42,bad
6.3,0.33,0.42,3.26,bad
6.5,0.23,0.45,3.02,bad
6.3,0.27,0.29,3.14,bad
6.3,0.2,0.37,3.2,bad
6.2,0.33,0.41,3.25,bad
6.3,0.33,0.42,3.26,bad
7.2,0.21,1,2.95,bad
6,0.27,0.3,3.12,bad
5.7,0.12,0.26,3.09,bad
6.9,0.24,0.37,3.19,bad
7.7,0.18,0.53,3.11,bad
7.1,0.17,0.43,3.11,bad
7.5,0.33,0.38,2.98,bad
6.2,0.255,0.24,3.53,bad
7.5,0.33,0.38,2.98,bad
5.6,0.2,0.66,2.98,good
7.6,0.17,0.36,3.09,bad
5.8,0.15,0.31,3.2,bad
6.3,0.25,0.44,3.18,bad
6.9,0.28,0.41,3.16,bad
7.2,0.27,0.37,3.13,bad
6.2,0.25,0.38,3.17,bad
8.5,0.19,0.48,2.9,bad
6.2,0.25,0.54,3.19,bad
6.2,0.25,0.54,3.19,bad
6.8,0.28,0.43,3.08,good
6.2,0.25,0.54,3.19,bad
7.4,0.21,0.8,2.95,bad
7,0.15,0.38,3.18,bad
7.4,0.21,0.8,2.95,bad
7.3,0.28,0.42,3.17,bad
6.1,0.18,0.38,3.16,bad
7,0.53,0.43,3.08,good
6.8,0.28,0.43,3.08,good
6.5,0.36,0.38,3.1,good
7.5,0.25,0.47,2.92,bad
6.7,0.24,0.41,3.25,bad
6.6,0.25,0.33,3.28,bad
6.4,0.15,0.4,3.11,good
6.3,0.28,0.3,3.05,bad
6.2,0.25,0.38,3.17,bad
7.1,0.28,0.35,2.96,bad
6.6,0.35,0.34,3.32,bad
8.5,0.19,0.48,2.9,bad
6.2,0.25,0.54,3.19,bad
6,0.35,0.51,3.46,bad
5.8,0.31,0.32,3.25,good
6.6,0.17,0.35,3.22,bad
8.5,0.23,0.4,3.02,bad
5.8,0.31,0.32,3.25,good
6.1,0.2,0.34,3.14,bad
6.3,0.37,0.37,2.94,bad
6.2,0.36,0.38,3.06,good
6.6,0.17,0.35,3.22,bad
6.3,0.28,0.47,3.12,bad
7.6,0.27,0.52,3.02,bad
7,0.25,0.45,3.16,good
9.7,0.24,0.49,2.85,bad
9.7,0.24,0.49,2.85,bad
6.8,0.13,0.39,3.23,good
6.6,0.78,0.5,3.25,bad
5.1,0.33,0.27,3.36,good
6.7,0.34,0.4,2.97,good
6.7,0.14,0.51,2.91,good
7,0.26,0.34,3.11,bad
6.5,0.29,0.26,3.17,bad
7,0.25,0.45,3.16,good
7.6,0.21,0.49,3.15,bad
7.7,0.26,0.51,3,bad
7.6,0.27,0.52,3.02,bad
7.7,0.25,0.49,3.07,bad
7.6,0.35,0.46,3.03,bad
6.9,0.3,0.36,3.4,bad
6.7,0.24,0.46,3.1,bad
6.5,0.23,0.39,3.19,good
7.6,0.23,0.34,3.12,bad
6.5,0.24,0.39,3.11,bad
6.3,0.17,0.32,3.24,bad
6.3,0.17,0.32,3.24,bad
6.7,0.21,0.37,3.25,good
6.5,0.23,0.39,3.19,good
5.9,0.28,0.39,3.08,good
5.9,0.19,0.37,3.09,bad
6.2,0.25,0.42,3.16,bad
7.6,0.23,0.34,3.12,bad
5.6,0.18,0.27,3.35,bad
5.5,0.18,0.22,3.46,bad
6.5,0.24,0.39,3.11,bad
7.4,0.23,0.38,3.06,bad
7.2,0.17,0.37,3.08,good
7.6,0.3,0.38,3.17,bad
5,0.24,0.21,3.69,bad
6.1,0.21,0.38,3.2,bad
6.5,0.33,0.38,3.17,bad
6.3,0.35,0.26,3.11,bad
6.3,0.17,0.32,3.24,bad
6.6,0.25,0.35,3.19,bad
6.5,0.16,0.33,3.18,bad
6.6,0.39,0.39,3.26,bad
5.6,0.19,0.27,3.5,bad
6.2,0.25,0.39,3.23,bad
6.9,0.22,0.43,3.05,bad
6.2,0.19,0.29,3.18,bad
6.6,0.39,0.39,3.26,bad
5.9,0.33,0.32,3.22,good
7.8,0.17,0.5,3.16,bad
5.5,0.19,0.27,3.5,bad
6.2,0.23,0.36,3.23,bad
6.2,0.23,0.36,3.23,bad
6.2,0.23,0.36,3.23,bad
7.2,0.32,0.4,3.2,bad
6.2,0.23,0.36,3.23,bad
7.2,0.32,0.4,3.2,bad
5.8,0.39,0.47,3.38,bad
6.2,0.23,0.36,3.23,bad
7.6,0.25,1.23,3.03,bad
5.8,0.29,0.33,3.25,bad
7.2,0.4,0.38,3.27,bad
6.8,0.39,0.34,3.18,good
6.1,0.17,0.42,2.87,bad
6.8,0.39,0.34,3.18,good
7.1,0.36,0.37,3.08,good
6.9,0.19,0.32,3.4,bad
6.5,0.34,0.46,3.15,bad
6.1,0.17,0.42,2.87,bad
6.8,0.39,0.34,3.18,good
7.1,0.36,0.37,3.08,good
7.8,0.3,0.36,3.06,bad
6.1,0.68,0.52,3.24,bad
5.2,0.34,0.37,3.25,bad
5.6,0.28,0.4,3.21,good
6.2,0.19,0.38,3.05,bad
5.7,0.16,0.26,3.06,bad
7.6,0.17,0.46,3.02,bad
7.3,0.2,0.39,2.94,bad
6.7,0.33,0.36,2.97,good
6.7,0.33,0.34,2.99,good
6.9,0.36,0.35,3,good
7.8,0.21,0.34,3.02,bad
7.3,0.2,0.39,2.94,bad
5.6,0.41,0.22,3.3,bad
7.6,0.15,0.35,3.1,bad
8.5,0.2,0.4,3,bad
6.5,0.24,0.38,3.24,bad
8.3,0.16,0.37,2.93,bad
5.5,0.12,0.33,3.25,bad
6.5,0.24,0.38,3.24,bad
6.2,0.1,0.41,3.14,good
6.5,0.21,0.4,3.21,bad
8.7,0.3,0.59,3.06,bad
6.7,0.18,0.37,3.24,good
7,0.17,0.36,3.11,good
6.6,0.19,0.33,3.15,bad
5.8,0.28,0.3,3.32,good
7.6,0.24,0.44,3.06,bad
8.3,0.16,0.37,2.93,bad
5.5,0.12,0.33,3.25,bad
5.7,0.16,0.32,3.26,bad
7,0.21,0.42,3.14,bad
6.4,0.22,0.38,2.97,good
7.9,0.34,0.44,2.96,bad
6.4,0.22,0.38,2.97,good
6.8,0.21,0.4,3.18,good
5.2,0.31,0.36,3.14,good
7.9,0.34,0.44,2.96,bad
5.6,0.42,0.34,3.22,good
6.4,0.22,0.38,2.97,good
6.8,0.28,0.34,3.33,bad
6.8,0.45,0.36,3.11,good
6.6,0.29,0.39,3.15,good
6.8,0.21,0.42,3.09,bad
6.8,0.25,0.24,3.53,bad
6.4,0.21,0.34,3.11,bad
5.8,0.33,0.23,3.13,bad
8.2,0.3,0.44,3.04,bad
6.4,0.24,0.32,3.25,bad
7.5,0.18,0.45,3.01,bad
5.2,0.335,0.2,3.34,bad
7.1,0.14,0.33,3.19,bad
7.2,0.13,0.46,2.97,bad
5.8,0.33,0.23,3.13,bad
6.5,0.29,0.25,3,bad
6.2,0.35,0.31,3.27,good
9,0.38,0.53,2.93,bad
6.6,0.24,0.38,3.1,bad
6.6,0.16,0.34,3.01,bad
8.2,0.3,0.44,3.04,bad
5.7,0.15,0.28,3.22,bad
6.6,0.33,0.4,3.11,good
5.7,0.2,0.3,3.34,bad
6.8,0.27,0.37,3.11,bad
6.8,0.27,0.42,3.12,bad
6.2,0.2,0.26,3.48,good
6.7,0.13,0.57,2.96,bad
6.8,0.21,0.37,2.98,bad
6.7,0.31,0.32,3.14,bad
6.2,0.2,0.29,3.18,bad
6.6,0.25,0.34,3.26,bad
5.7,0.15,0.28,3.22,bad
6.9,0.22,0.39,3.11,bad
6.4,0.23,0.35,3.18,good
7.6,0.27,0.29,3.09,bad
6.6,0.34,0.24,3.1,good
6.4,0.16,0.42,3.18,bad
5.8,0.3,0.42,3.1,good
7,0.29,0.35,3.31,bad
6.6,0.34,0.24,3.1,good
6.7,0.21,0.36,3.19,good
7.6,0.27,0.29,3.09,bad
6.8,0.22,0.41,3.18,bad
7.7,0.27,0.49,3.04,bad
6.4,0.25,0.37,3.18,good
6.4,0.23,0.35,3.18,good
6.7,0.13,0.45,3.06,bad
6.7,0.24,0.37,3.08,bad
7.1,0.26,0.37,3.06,good
5.3,0.3,0.16,3.3,good
7.1,0.38,0.4,3.03,bad
7.4,0.19,0.31,3.1,bad
7.4,0.19,0.31,3.1,bad
7.4,0.19,0.31,3.1,bad
7.4,0.19,0.31,3.1,bad
7.4,0.19,0.31,3.1,bad
7.4,0.19,0.31,3.1,bad
6.3,0.32,0.32,3.21,bad
7.6,0.19,0.32,3.1,good
6.5,0.26,0.31,3.22,good
5.9,0.24,0.12,3.34,bad
4.2,0.215,0.23,3.42,bad
8.1,0.24,0.32,3.11,bad
5.8,0.23,0.2,3.21,bad
7.5,0.33,0.36,3.32,bad
6.6,0.38,0.36,3.31,bad
6.4,0.15,0.29,3.1,bad
6.5,0.32,0.34,3.28,good
7.5,0.22,0.32,3.08,good
6.4,0.23,0.32,3.32,good
6.1,0.22,0.31,3.45,bad
6.5,0.48,0.02,3.14,bad
6.6,0.23,0.3,3.23,good
6.4,0.16,0.25,3.23,good
6.6,0.38,0.36,3.31,bad
7.4,0.16,0.32,3.06,bad
6.4,0.15,0.29,3.1,bad
6.5,0.32,0.3,3.13,bad
6.7,0.12,0.36,3.07,good
6.6,0.2,0.14,2.93,bad
8,0.34,0.25,2.91,bad
6.8,0.21,0.31,3.07,good
6.8,0.23,0.31,3.06,good
6.8,0.21,0.31,3.07,good
6.6,0.2,0.14,2.93,bad
6.6,0.28,0.42,3.14,bad
7.8,0.25,0.37,3.08,bad
5.6,0.12,0.33,3.17,good
6.6,0.28,0.41,3.14,bad
6.8,0.17,0.35,2.91,good
7.3,0.25,0.28,3.38,bad
6.6,0.28,0.41,3.14,bad
6.6,0.28,0.42,3.14,bad
6.5,0.25,0.5,3.17,bad
6.3,0.24,0.35,3.34,bad
6.8,0.32,0.32,3,good
7.8,0.25,0.37,3.08,bad
5.6,0.12,0.33,3.17,good
6.6,0.24,0.28,3.13,bad
6.3,0.22,0.34,3.27,good
6,0.32,0.3,3.29,good
6.3,0.19,0.29,3.04,good
6,0.32,0.3,3.29,good
9.4,0.24,0.29,2.9,bad
6.4,0.35,0.28,3.2,bad
6.7,0.46,0.27,3.16,good
6.3,0.3,0.29,3.22,good
6,0.19,0.29,3.54,good
5.9,0.24,0.28,3.08,good
7.3,0.145,0.33,3.1,good
6.6,0.435,0.38,3.23,bad
5.8,0.18,0.37,3.09,good
5.8,0.18,0.37,3.16,bad
5.6,0.32,0.32,3.24,bad
6.6,0.16,0.35,3.19,good
5.1,0.21,0.28,3.5,bad
7.5,0.29,0.36,3.06,bad
6,0.26,0.33,3.29,bad
5.7,0.26,0.3,3.48,good
7.1,0.17,0.31,3.14,bad
6.9,0.17,0.3,3.16,bad
6.8,0.25,0.28,3.12,good
6.6,0.17,0.28,3.15,bad
5.8,0.17,0.36,3.43,good
6.4,0.24,0.29,3.3,bad
6.7,0.21,0.34,3.02,bad
6.7,0.23,0.33,3.11,bad
6.8,0.23,0.32,3.08,bad
6.5,0.22,0.28,3.23,good
5.1,0.165,0.22,3.18,bad
6.6,0.425,0.25,3.05,bad
6.9,0.38,0.29,3,bad
6.9,0.38,0.29,3,bad
6.9,0.38,0.29,3,bad
7.2,0.27,0.28,3.17,bad
7.6,0.17,0.27,3.08,bad
6.2,0.3,0.31,3.32,bad
7.6,0.17,0.27,3.08,bad
6.5,0.26,0.32,3.18,bad
6.9,0.36,0.28,3,good
6.9,0.38,0.29,3,bad
6.8,0.18,0.24,3.13,bad
6.7,0.18,0.24,3.12,bad
6.6,0.16,0.21,3.15,bad
7.2,0.27,0.28,3.17,bad
6.4,0.17,0.27,3.34,bad
7.2,0.22,0.28,3.08,bad
6,0.22,0.28,3.22,bad
6.7,0.36,0.28,2.96,bad
6.5,0.43,0.28,3.02,bad
5.9,0.2,0.28,3.31,good
5.3,0.32,0.23,3.18,bad
6.8,0.2,0.28,3.19,bad
6,0.22,0.33,3.17,good
6.7,0.36,0.28,2.96,bad
6.5,0.43,0.28,3.02,bad
7.1,0.18,0.49,3.05,good
6.4,0.17,0.27,3.34,bad
7.2,0.22,0.28,3.08,bad
6,0.22,0.28,3.22,bad
6,0.2,0.26,3.14,bad
7.6,0.2,0.26,2.98,good
6.2,0.3,0.21,2.97,bad
6,0.29,0.25,3.08,bad
6.6,0.18,0.28,3.13,bad
7,0.22,0.28,3.05,good
6,0.29,0.25,3.08,bad
6.2,0.3,0.21,2.97,bad
5.6,0.15,0.26,3.47,bad
6.9,0.28,0.24,2.98,good
5.9,0.19,0.21,3.32,bad
7.8,0.22,0.26,3.25,bad
6.6,0.18,0.28,3.13,bad
7,0.4,0.25,3,bad
6.1,0.28,0.27,3.16,good
7.6,0.36,0.49,3.01,bad
6.5,0.28,0.34,3.28,good
6.9,0.19,0.35,3.1,good
6.5,0.28,0.34,3.28,good
6.4,0.22,0.32,3.38,bad
6.8,0.23,0.3,3.25,bad
6.4,0.32,0.31,3.06,bad
6.1,0.28,0.27,3.16,good
7.6,0.36,0.49,3.01,bad
8.8,0.39,0.35,2.95,bad
6.6,0.24,0.3,3.13,good
6.9,0.29,0.3,3,bad
6.9,0.28,0.3,2.99,good
6.7,0.38,0.26,2.98,bad
8,0.28,0.3,2.93,bad
6.5,0.25,0.45,3.2,bad
6.6,0.26,0.46,3.2,bad
7.4,0.29,0.28,3.1,bad
6.3,0.19,0.29,3.19,bad
6.1,0.33,0.32,3.39,bad
5.6,0.32,0.33,3.25,bad
7.7,0.46,0.18,3.12,bad
8.8,0.19,0.3,2.94,bad
7.7,0.46,0.18,3.12,bad
8.8,0.27,0.25,2.87,bad
5.8,0.18,0.28,3.21,bad
5.8,0.15,0.32,3.19,bad
5.6,0.32,0.33,3.25,bad
6.1,0.33,0.32,3.39,bad
7.1,0.32,0.3,3.12,bad
6.2,0.23,0.35,3.37,bad
8.9,0.3,0.35,3.15,good
6,0.14,0.17,3.05,bad
6.8,0.24,0.29,3.11,bad
6.7,0.21,0.48,2.95,bad
8.9,0.3,0.35,3.15,good
6.1,0.3,0.3,3.39,good
7.2,0.37,0.4,3.1,bad
6.7,0.64,0.3,3.16,bad
7.2,0.37,0.4,3.1,bad
6.1,0.3,0.3,3.39,good
7.6,0.28,0.49,3.01,bad
6.3,0.29,0.28,3.24,good
6.2,0.28,0.28,2.98,good
7.1,0.18,0.39,3.35,bad
6.4,0.32,0.27,3.36,bad
7.1,0.17,0.4,3.34,bad
7.1,0.17,0.4,3.34,bad
5.8,0.24,0.26,3.33,bad
6.4,0.32,0.27,3.36,bad
7.1,0.18,0.39,3.35,bad
7.1,0.17,0.4,3.34,bad
7.1,0.18,0.39,3.34,bad
7.8,0.29,0.29,3.24,bad
6.2,0.255,0.27,3.05,good
8.2,0.34,0.29,2.95,bad
6.5,0.24,0.28,3.25,bad
6.9,0.24,0.23,3.1,bad
6.7,0.4,0.22,3.22,bad
6.7,0.3,0.44,3.11,bad
6.7,0.4,0.22,3.22,bad
6.8,0.17,0.32,3.16,bad
7.1,0.25,0.28,3.18,bad
5.9,0.27,0.27,3.1,good
6,0.16,0.22,3.24,bad
6.7,0.3,0.44,3.11,bad
6.6,0.15,0.32,3.19,good
7.3,0.34,0.3,3.15,bad
6,0.17,0.29,3.12,bad
6.7,0.47,0.29,3.29,good
6.6,0.15,0.32,3.19,good
6.6,0.21,0.29,2.93,good
6.6,0.21,0.29,2.93,good
8,0.24,0.48,3.23,bad
5.6,0.34,0.3,3.25,bad
5.8,0.54,0,3.26,bad
7.3,0.23,0.24,2.9,bad
6,0.39,0.13,3.06,bad
6.1,0.105,0.31,3.41,good
5.8,0.32,0.2,3.36,good
7.6,0.22,0.28,2.99,bad
6.8,0.19,0.4,2.98,bad
6.7,0.24,0.3,3.04,good
6.8,0.17,0.34,3.24,bad
6.2,0.3,0.31,3.26,good
6.9,0.29,0.41,3.12,bad
6.8,0.19,0.34,3.25,bad
6.8,0.17,0.34,3.24,bad
6.6,0.24,0.27,3.04,bad
6.6,0.16,0.36,3.23,good
7.6,0.22,0.28,2.99,bad
6.7,0.24,0.3,3.04,good
6.8,0.19,0.4,2.98,bad
6.7,0.16,0.36,3.3,bad
6.5,0.3,0.27,3.2,good
6.5,0.22,0.19,3.05,bad
6.2,0.36,0.45,3.31,bad
6.2,0.37,0.24,3.04,good
7.6,0.31,0.24,3.05,good
6.2,0.36,0.45,3.31,bad
5.9,0.32,0.28,3.22,good
6.5,0.3,0.27,3.2,good
5.8,0.22,0.3,3.26,bad
5.4,0.45,0.27,3.22,good
6.1,0.36,0.26,3.06,good
6.2,0.37,0.24,3.04,good
7.5,0.21,0.32,3.11,good
6.9,0.28,0.33,3.07,bad
6.5,0.22,0.19,3.05,bad
7.8,0.2,0.2,3.03,bad
6.7,0.28,0.31,3.04,good
7.6,0.31,0.24,3.05,good
8,0.2,0.44,3.09,bad
6,0.28,0.27,3.19,good
6,0.28,0.27,3.19,good
6.7,0.24,0.36,3.34,bad
6.3,0.22,0.28,3.14,good
6,0.24,0.28,3.3,good
7.7,0.43,1,3.29,bad
6.4,0.3,0.36,3.38,bad
6.1,0.33,0.3,3.31,good
6,0.28,0.27,3.19,good
6.7,0.24,0.36,3.34,bad
6.7,0.29,0.45,3.14,bad
6.9,0.33,0.31,3.18,good
6.5,0.16,0.34,3.33,good
6,0.2,0.32,3.38,good
7.5,0.33,0.28,3.36,bad
7.1,0.36,0.28,3.19,good
6.7,0.29,0.45,3.14,bad
6.4,0.26,0.25,3.17,bad
7,0.22,0.24,2.98,bad
6.5,0.19,0.28,3.18,good
6.3,0.21,0.31,3.49,bad
7.9,0.35,0.28,2.99,bad
7.7,0.38,0.23,2.93,bad
6.8,0.19,0.33,3.08,good
7.2,0.33,0.34,3.25,good
6.6,0.29,0.29,3.08,good
7.5,0.2,0.41,3.19,bad
6.9,0.33,0.62,3.23,good
6,0.23,0.15,3.05,bad
5.9,0.23,0.24,3.31,good
6.6,0.32,0.41,3.2,bad
6,0.23,0.15,3.05,bad
5.3,0.36,0.27,3.37,bad
5.3,0.36,0.27,3.37,bad
8.9,0.27,0.28,3.01,bad
7.6,0.23,0.29,3.11,bad
6.9,0.75,0.13,3.09,bad
7.1,0.35,0.27,3.26,good
7.2,0.31,0.35,3.14,bad
6.4,0.28,0.44,3.15,bad
7.2,0.23,0.46,3.1,bad
6.6,0.22,0.3,3.14,bad
7.2,0.31,0.35,3.14,bad
6.4,0.28,0.44,3.15,bad
7.2,0.24,0.28,3.1,bad
6.2,0.27,0.47,3.23,bad
6.5,0.28,0.25,3.17,good
7.2,0.27,0.31,3.03,bad
7.8,0.28,0.25,2.98,bad
8.1,0.26,0.27,3.16,bad
6.6,0.23,0.37,3.2,bad
6,0.33,0.2,3.41,bad
6,0.33,0.2,3.41,bad
7.3,0.2,0.29,3.1,bad
6.6,0.23,0.37,3.2,bad
7.3,0.2,0.29,3.1,bad
6.2,0.47,0.19,3.22,bad
6,0.33,0.2,3.41,bad
7.2,0.14,0.32,3.04,bad
5.7,0.22,0.22,3.24,bad
5.7,0.22,0.22,3.24,bad
5.7,0.22,0.22,3.24,bad
8.1,0.2,0.28,2.92,bad
5.8,0.14,0.15,3.06,bad
4.8,0.21,0.21,3.66,good
8.1,0.2,0.28,2.92,bad
5.7,0.22,0.22,3.24,bad
7.5,0.34,0.24,3.01,bad
6.6,0.64,0.28,3.11,bad
7,0.48,0.12,2.86,bad
7.6,0.37,0.34,3.01,bad
7,0.48,0.12,2.86,bad
6.6,0.64,0.28,3.11,bad
8,0.25,0.27,2.99,bad
7.6,0.38,0.28,3,bad
6.9,0.26,0.27,3.12,bad
7.8,0.15,0.34,3.07,good
8,0.25,0.27,2.99,bad
6.9,0.26,0.27,3.12,bad
5.9,0.655,0,3.32,bad
7.6,0.38,0.28,3,bad
7.8,0.31,0.4,3.15,bad
8.1,0.17,0.21,3.18,bad
6.8,0.18,0.28,3.15,good
7.4,0.28,0.36,3.14,bad
7.3,0.23,0.27,3.04,good
6.7,0.22,0.22,3.1,bad
7.4,0.25,0.28,2.94,good
7.5,0.3,0.21,2.92,bad
7.2,0.26,0.24,3.14,good
6.3,0.32,0.32,3.3,bad
7.7,0.24,0.3,3.26,bad
7.4,0.25,0.28,2.94,good
7,0.24,0.35,3.16,good
5.8,0.28,0.28,3.35,good
6.8,0.19,0.71,2.85,bad
6.8,0.19,0.71,2.85,bad
6.8,0.19,0.71,2.85,bad
6.6,0.19,0.35,3.18,good
6.4,0.28,0.36,3.31,bad
5.6,0.28,0.27,3.35,good
5.6,0.28,0.28,3.35,good
6.8,0.19,0.32,3.12,good
7.2,0.16,0.29,3.12,good
6.6,0.17,0.28,3,good
6.6,0.19,0.28,3.18,bad
5.8,0.2,0.24,3.59,good
6.6,0.39,0.38,3.3,bad
6.8,0.12,0.3,3.2,bad
6.6,0.295,0.24,3.35,good
6.6,0.26,0.24,3.35,bad
7,0.32,0.27,3.15,good
7.4,0.36,0.23,2.93,bad
6.7,0.35,0.48,3.04,bad
6.4,0.38,0.24,3.11,bad
6.8,0.14,0.18,3.27,bad
7,0.16,0.25,2.91,bad
7,0.16,0.25,2.91,bad
6.7,0.35,0.48,3.04,bad
6.8,0.14,0.18,3.27,bad
6.8,0.16,0.18,3.27,bad
7,0.16,0.25,2.91,bad
6.4,0.38,0.24,3.11,bad
7.2,0.24,0.3,2.96,bad
7.7,0.32,0.61,3,bad
7,0.29,0.33,3.21,bad
7.1,0.27,0.24,3.04,good
6.8,0.45,0.28,3.06,bad
6.3,0.2,0.26,3.07,good
7.1,0.27,0.24,3.04,good
7.2,0.24,0.3,2.96,bad
6.8,0.45,0.28,3.06,bad
6.6,0.36,0.28,3.19,good
7.7,0.32,0.61,3,bad
7,0.29,0.33,3.21,bad
6.4,0.37,0.2,3.24,bad
6.4,0.38,0.2,3.24,bad
6.4,0.36,0.2,3.24,bad
6.6,0.3,0.25,3.06,bad
6.6,0.3,0.25,3.06,bad
6.5,0.21,0.51,3.2,bad
6.6,0.3,0.25,3.06,bad
7.6,0.31,0.27,3.08,good
5.8,0.58,0,3.29,bad
6.5,0.26,0.39,3.25,good
8.7,0.3,0.34,3.12,good
6.4,0.29,0.32,3.24,good
6.7,0.13,0.32,3.12,bad
6.8,0.19,0.33,3.12,bad
6,0.25,0.4,3.16,bad
6,0.25,0.4,3.16,bad
6.8,0.19,0.33,3.12,bad
6.4,0.24,0.23,3.12,good
5.9,0.18,0.28,3.16,bad
7.2,0.33,0.22,2.97,good
6.4,0.29,0.24,2.9,good
7.3,0.31,0.25,2.9,bad
7,0.29,0.37,3.26,bad
6.9,0.19,0.6,2.92,bad
6.3,0.32,0.17,3.13,bad
6.6,0.085,0.33,3.27,bad
6.3,0.32,0.17,3.13,bad
6.8,0.18,0.32,3.42,bad
6.8,0.52,0.26,3.11,good
7.1,0.28,0.28,3.16,good
5.7,0.15,0.47,3.03,good
5.8,0.275,0.3,3.33,good
5.4,0.53,0.16,3.2,good
5.8,0.32,0.28,3.16,good
6.7,0.22,0.39,3.5,bad
6.1,0.6,0.12,3.42,bad
6.5,0.26,0.31,3.16,bad
5,0.29,0.54,3.27,good
5.4,0.53,0.16,3.2,good
6.8,0.21,0.26,3.02,good
5.8,0.32,0.28,3.16,good
6.5,0.27,0.26,3.07,bad
5.9,0.37,0.32,3.41,good
6.2,0.21,0.18,3.14,bad
6.8,0.3,0.29,3.03,good
7.3,0.41,0.29,2.96,good
5.4,0.3,0.3,3.31,good
6.6,0.34,0.2,3.32,bad
5.6,0.25,0.19,3.25,bad
5.3,0.3,0.3,3.31,good
6.9,0.58,0.58,3.28,bad
7.2,0.23,0.25,3.1,bad
7.1,0.2,0.27,3.04,good
6.8,0.15,0.41,3.24,bad
7,0.22,0.26,3.06,good
6.4,0.16,0.44,3.11,good
