Cocktail Name,Bartender,Bar/Company,Location,Ingredients,Garnish,Glassware,Preparation,Notes
The King's Mulled Cider,,,,"2 oz King's Ginger Liqueur, 5 oz Hard Apple Cider, 5 oz Fresh Apple Juice","Lemon, Cinnamon Stick, Fresh Blackberries",Handled Glass,"Serve in a handled glass, hot or over ice. Garnish with lemon, cinnamon stick and fresh blackberries.",
Mango No. 3,Diego Sanchez,Cocteleria,New York,"2 oz No.3 London Dry Gin, .75 oz Lemon Juice, .25 oz Serrano Pepper Syrup*, 1.5 oz Mango Juice, 2 dash Angostura Bitters",Basil,Julep Cup,"Serve in a julep cup with crushed ice and basil garnish.

*Serrano Pepper Syrup:
Take 6 serrano peppers. Slice 4 in half, carefully de-vein and seed them (this will take some of the heat away, make absolutely sure to wash your hands after handling the peppers, avoid touching anything unless you've washed your hands), place a skillet on medium to high heat and roast the peppers until they are a little charred. Once charred place in a blender with about 2 cups of water and throw in the 2 remaining fresh serranos (seeds and all). Blend and strain out the solids. Add 1 cup of demarara sugar to the serrano pepper water and stir until it is dissolved.",
Vintage Reserve Sour,,,,"1.5 oz Glenrothes Vintage Reserve, .5 oz Lemon Juice, 1 dash Simple Syrup","Orange Peel, Luxardo Cherry",Rocks Glass,Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,
The King's Queen,,,,"50 ml King's Ginger Liqueur, 25 ml Fresh lime, 1 slice Fresh ginger, 4 strawberries Strawberries(muddled)",,Collins,Serve in a tall glass over ice.,
Rita's Song,,,Seattle,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz 15 YO Sherry, 2 dash Dr. Adam's Boker's bitters, .25 oz Simple syrup",,N/A,Serve in an old fashioned glass over a large ice cube.,
The Rusty Tack,,,,"1 oz King's Ginger Liqueur, 1 oz Glenrothes Vintage Reserve",,Rocks Glass,Serve neat or on the rocks.,
Space Age Pop,Misty Kalkofen,Drink,Boston,"1 1/2 oz Chinaco Reposado, 1 oz Luxardo Amaro Abano, 1/2 oz Luxardo Maraschino Liqueur, 1/4 oz Fresh Lemon Juice",Orange Oil,N/A,Serve on one big rock.,
The House of Duncan,Brian Floyd,,Austin,"1.5 oz Glenrothes Vintage Reserve, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz King's Ginger Liqueur, 1 dash Angostura Bitters",Luxardo Cherry,N/A,Serve on the rocks. Garnish with a Luxardo Cherry.,This is a Rob Roy variation.
The King and Tonic,,,,"1.5 oz King's Ginger Liqueur, 3 oz Fever-Tree Tonic Water, 1 dash Angostura Bitters",,Collins,Serve over ice in a collins glass.,
Big and Bright,Brian Floyd,,Austin,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, 1 oz Fresh grapefruit juice, .25 oz Honey, .25 oz Fresh lime juice , 1 dash Fire and Damnation bitters, 1 splash Club soda",,Collins,Serve tall on the rocks.,"""This has been the universal fave for my tasters, industry folks and 9-5ers alike.  This would make a fine party sipper.  The fire and damnation bitters by Bad Dog were created by Jason Stevens at Bar Congress in Austin and they make this drink sing."" -Brian Floyd"
Bakko & Zengo,Nick Jones,Pabu,San Francisco,"1.5 oz Nikka Coffey Grain Whisky, .25 oz House-made Allspice Dram, .25 oz Heavy Cream, .25 oz Simple Syrup, 1  Whole Egg, 2 dash Chocolate Bitters",,N/A,Served in a snifter with grated cinnamon.,
Tamaulipas Margarita,,,,"2 oz Chinaco Blanco Tequila, 1.5 oz Fresh Lime Juice, 1 oz Agave Nectar",Lime Wheel,V-Shaped Rocks Glass,"Served in v-shaped rocks glass with ""vintage ice"".
",
Long Island Limoncello Martini,,Grimaldi's Pizzeria,,"1 oz Hangar 1 Buddha's Hand Citron Vodka, 1 oz Luxardo Limoncello, .75 oz Fresh Lemon Juice, .25 oz Monin Cane Syrup",Lemon Wheel,N/A,Served up and finished with a lemon wheel.,
Endless Summer,Chad Philips,Surfcomber,Miami,"1.5 oz Ypioca Brasilizar Cachaca Prata Reserva Especial, .75 oz Luxardo Bitter, .25 oz Luxardo Maraschino Liqueur, .75 oz Lemon Juice, 1 dash Lemon Bitters",,Coupe,Served up in a coupe glass.,
"Yes, Queen!",Jacyara de Oliveira,"Rob Roy, The Hideout",Seattle,"2 oz H by HINE, 1 oz Dolin Dry Vermouth, .5 tsp Giffard Banane du Brésil, .5 tsp Honey Syrup",Lemon Peel,N/A,Served up with a lemon peel garnish.,
Northern Hemisphere (Nikka 12 Edition),John deBarry,Momofuku,,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 oz English Harbour Rum, .75 oz The Genuine Curacao Liqueur Clear, .75 oz Lemon Juice, .75 oz Pineapple Juice, .75 oz Grenadine*",Lemon Wheel with Umbrella,N/A,Shake - pebble/crushed ice,"*Grenadine:
Equal parts POM 100 and granulated sugar"
Italian Riviera Mojito,,Land and Water Co.,Carlsbad,"1 oz Coconut Rum, .5 oz Funkin Passion Fruit Puree, .5 oz Briottet Creme de Banane, .5 oz Fresh squeezed lime, 8 leaves Mint Leaves",Mint Sprig,Collins,"Shake & Dump into Collins Glass, Top with Prosecco, cap with crushed ice. Garnish with Mint Sprig. 
",
On the Fritz,Eric Quilty,Jupiter Olympus,San Francisco,"1.5 oz Junipero Gin, .5 oz Chateau de Montifaud Pineau des Charentes Blanc, .75 oz Lemon Verbena Cordial*, .5 oz Lemon Juice,  top Mixwell Young Ginger Ale",Lemon Verbena Leaf,N/A,"Shake all ingredients and double strain over fresh ice. Garnish with lemon verbena leaf.

*Lemon Verbena Cordial:
-- Fresh Lemon Verbena 
-- Fresh Mint
-- Grapefruit Peel 
-- Lemon Peel
-- Pure Cane Sugar
-- Citric Acid

Make a fresh herb and citrus peel tea and add sugar and citric acid to taste. Let cool before using.",Junipero Gin 20th Anniversary Signature Cocktail
Bajo Control,Enrique Sanchez,The Commissary,,"2 oz BarSol Perfecto Amor (Aperitif Wine), 1 oz Dolin Dry Vermouth, .75 oz Lemon Juice, .5 oz Agave Syrup",Orange Horse-neck Peel,Hurricane Glass,"Shake all ingredients and double strain. Serve in a hurricane glass, add 2 oz Lager. Garnish with an orange horse-neck peel.",
Cock-tail,Keli Rivers,The Devil's Acre,San Francisco,"1.5 oz Junipero Gin, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .25 oz Drambuie, .25 oz Rich Brown Sugar Simple Syrup*, 4  Large Pieces Candied Ginger, 3 dash Angostura Bitters",,Coupe,"Shake all ingredients and strain into a coupe glass. Express a lemon peel over the drink and discard.

*Rich Brown Sugar Simple Syrup: 
-- 2 cups Brown Sugar
-- 1 cup Water

Combine sugar and water in a small saucepan over medium heat and stir until sugar dissolves. Remove from heat, let cool to room temperature and transfer to a clean glass jar. Cover and keep refrigerated for up to 2 weeks.",Junipero Gin 20th Anniversary Signature Cocktail
Tea Party Cocktail,Stuart McCloskey,,San Francisco,"1.5 oz No.3 London Dry Gin, .5 oz King's Ginger Liqueur, .5 oz Orange marmalade syrup, .25 oz Lemon juice, 1 oz Bergamot tea foam",Pinch bergamot tea leaves,Coupe,"Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.",
Delicious in Mauritius,Jessica Maria,,San Francisco,"1.5 oz Pink Pigeon Rum, .5 oz White peach puree, .25 oz Hibiscus syrup, .25 oz Lemon juice, .5 oz Ginger ale",Lemon zest,N/A,"Shake all ingredients except ginger ale, then strain into chilled cocktail ""coupe"" glass. Float ginger ale and zest of fresh lemon.",
Oaxacan Martini,Gina Scheurte,Cala,San Francisco,"2 oz Mezcal, .5 oz Mandarine Napoleon, .5 oz Lime Juice, 1 oz Castelvetrano Olive Brine, 3 dash Fennel Bitters","Xoconostle, Stuffed Castelvetrano Olive",Coupe,Shake all ingredients for 10-15 seconds (over shaking will over dilute) and fine strain into chilled coupe glass. Garnish with Xoconostle (sour prickly pear) and a stuffed Castelvetrano olive.,
Geaux Geaux Cup,,Jazz Kitchen ,New Orleans,"1 oz Junipero Gin, 1 oz Maurin Quina, .5 oz Fresh Lemon, .5 oz Pages Elderflower Syrup,  top Ginger Ale",Cucumber Slice,N/A,"Shake all ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with a splash of ginger ale. Garnish with a cucumber slice, quartered.","Cocktail adapted from the ""Pimm's Cup"" cocktail, served at the Napoleon House, New Orleans."
Creole Cobbler,,Jazz Kitchen,New Orleans,"1 oz Junipero Gin, 1 1/2 oz Sathenay Crème de Peche, 1/2 oz Fresh Lemon Juice,  oz 2 Dashes Orange Bitters",,Coupe,"Shake all ingredients in an ice-filled cocktail shaker. Strain, and Serve.",
7th Heaven ,,,,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, 1 oz Grapefruit juice, .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters",Lemon or Orange Peel,Martini,Shake all ingredients in an iced-filled cocktail shaker. Strain into chilled martini glass or cocktail coupe.,
Amaretto Sourball,,,,"1 oz Vodka, 1 oz Luxardo Amaretto di Saschira, 1 splash Lemon Juice, 1 splash Orange Juice",,Old Fashioned Glass,"Shake all ingredients together with ice in a cocktail shaker. Strain into a small old-fashioned glass, and serve.",
Santa Patricia,Jonathan Pogash,,,"1 oz Blanco Tequila, .5 oz Dry Curacao, .5 oz Luxardo Bitter, .75 oz Fresh Ruby Red Grapefruit Juice , .5 oz Cinnamon Syrup ",Fresh Grapefruit Slice,Highball Glass,Shake all ingredients very well with ice and strain over ice into a highball glass.,"Featured on NBC New York on 3.13.2016 (<a href=""http://www.nbcnewyork.com/on-air/as-seen-on/The-Cocktail-Guru_-St_-Patrick_s-Day_New-York-371910861.html"" target=""_blank"">nbcnewyork.com</a>)"
Banana's Froster,,Jazz Kitchen,New Orleans,"1.5 oz Junipero Gin, 1 oz Briottet Creme de Banane, .5 oz Cream (Half & Half), 2 dash Chocolate Bitters",Fresh mint sprig,N/A,"Shake all ingredients vigorously with lots of ice in a shaker. Strain, and Serve. Garnish with a fresh mint sprig.","This is a light, dessert cocktail that would pair well with hot beignets."
P.T. Barnum Cocktail,,,,"1.5 oz No.3 London Dry Gin, .5 oz Luxardo Apricot Liqueur, .5 oz Fresh Lemon Juice , 1 dash Angostura bitters",Orange or Lemon Peel,Martini,Shake all ingredients well in cocktail shaker. Strain into chilled martini glass or cocktail coupe.,
No.3 Bramble,,,,"1.5 oz No.3 London Dry Gin, .5 oz Fresh Lemon Juice, .5 oz Briottet Creme de Mure (Blackberry), .25 oz Pages Elderflower Syrup, 1 dash Angostura bitters (optional)",Blackberry or Mint,Rocks Glass,Shake all ingredients well in cocktail shaker. Strain into ice filled rock glass. Top with soda.,
Tahitian Fix,Kate Bolton,Maven,San Francisco,"2 oz BarSol Selecto Italia Pisco, .75 oz Fresh Lemon Juice, .5 oz Vanilla Agave Nectar, .5 oz Pineapple Gomme Syrup, 1.5 oz Seltzer Water",Lavendar Blossom,Collins,Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,
Pisco Punch (Adaptation by The Commissary),Enrique Sanchez,The Commissary,,"2 oz BarSol Selecto Italia Pisco, 1 oz Lemon Juice, .75 oz Small Hand Foods Pineapple Gum Syrup, .5 oz Falernum",Nutmeg,Coupe,Shake all ingredients with ice and strain into a coupe glass. Nutmeg on top for garnish.,
The King Merlet Sidecar,Dave Guest ,,San Francisco,"1.5 oz H by HINE, .5 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lemon Juice, 1 oz Pressed Apple Juice","Flamed lemon peel, Apple slice",N/A,Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,
3AM,Dave Guest ,,San Francisco,"1.5 oz No.3 London Dry Gin, .75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz King's Ginger Liqueur, .5 oz Fresh Lime Juice","Lime Wedge, Luxardo Cherry",N/A,Shake all ingredients with ice and strain into an iced up glass.,
Apricot Lady,,,,"1.25 oz Light Rum, 1 oz Luxardo Apricot Liqueur, .25 tsp Triple Sec, 1 Tbsp Lime Juice, 1  Egg White",Orange Slice,Old Fashioned Glass,Shake all ingredients with ice and strain into old fashioned glass over ice cubes. Add an orange slice.,
Essence No.5 (Adapted),Francesco Lafranconi,,,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lavander syrup, 1 oz Fresh lime juice, 4  Raspberries",Channeled lemon wheel,N/A,Shake all ingredients with ice then double strain into a chilled cocktail glass. Garnish with channeled lemon and raspberry on the rim.,"Adapted from Francesco Lafranconi's recipe in the Luxardo cocktail book. He originally called for Luxardo Dry Gin, which we have replaced with No.3 London Dry Gin."
Last Word,,,,".75 oz Luxardo Maraschino Liqueur, .75 oz Junipero Gin, .75 oz Green Chartreuse, .75 oz Fresh Lime Juice",,Cocktail Glass,Shake all ingredients with ice then strain into a chilled cocktail glass.,
White Lady (Classic) (Adapted),,,,"1.5 oz No.3 London Dry Gin, .75 oz Luxardo Triplum (Triple Sec), .75 oz Fresh Lemon Juice, .5 oz Egg White",Lemon Peel,N/A,Shake all ingredients with ice then strain into a chilled cocktail glass.,
Toasted Drop,Francesco Lafranconi,,,"1.5 oz Citrus-flavored Vodka, .75 oz Luxardo Limoncello, .5 oz Luxardo Amaretto di Saschira, 1 oz Fresh sweet n' sour, .5 oz Egg white",Cinnamon sugar rim,Martini,Shake all ingredients with ice then strain into a chilled cocktail glass.,
The Windtalker,,,,"1.5 oz Hirsch Small Batch Reserve Bourbon, .75 oz Luxardo Amaretto di Saschira, .5 oz King's Ginger Liqueur, .75 oz Fresh lemon juice, .5 oz Egg white",Orange slices,Old Fashioned Glass,Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,
Arapa Cocktail,,,,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz Junipero Gin, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, 1 dash Fee Bros. Rhubard Bitters",Luxardo Cherry,Martini,Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,
Kay Pacha Mi Pacha,,,,"1.5 oz BarSol Supremo Moste Verde Italia Pisco, .5 oz No.3 London Dry Gin, .5 oz Luxardo Maraschino Liqueur, .5 oz Lemon juice, 2 dash Angostura Orange Bitters",Luxardo Cherry,Martini,Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,
Creole Summer,Francesco Lafranconi,,,"1.5 oz Vanilla flavored Vodka, .75 oz Luxardo Limoncello, 1 oz Fresh sweet n' sour, .5 oz Passion fruit puree, .5 oz Egg white, 7 dash Green Tabasco",Channeled lemon wheel,N/A,Shake all ingredients with ice. Strain into a chilled cocktail glass.,
Pontchartrain Punch,,Jazz Kitchen,New Orleans,"1.25 oz Junipero Gin, .5 oz Fresh Lime Juice, .5 oz The Genuine Curacao Liqueur Blue, .25 oz Pages Elderflower Syrup",,N/A,Shake all ingredients with lots of ice. Strain into serving glass. Top off with a splash of club soda.,
Junipero Jolly,Carlos Yturria,The Treasury,San Francisco,"1 oz Junipero Gin, .5 oz Lemorton Pommeau de Normandie, .75 oz House-made Green Apple Purée*, .75 oz Lemon Juice, .5 oz Honey Syrup",Sage Leaf,Collins,"Shake all ingredients. Serve over crushed ice in a collins glass. Garnish with a sage leaf.

*Substitute with Perfect Puree Green Apple flavor",Junipero Gin 20th Anniversary Signature Cocktail
Mayan Mule,BC Hoffman,The Edison,Los Angeles,".5 oz King's Ginger Liqueur, .5 oz Ancho Reyes Chile Liqueur, .5 oz Montelobos Mezcal, .5 oz Aviation Gin, .5 oz Grapefruit Juice, .5 oz Lime Juice, 2 dash Bittercube Bitters Jamaican #2, 2 oz Fever-Tree Ginger Beer","Grapefruit Zest, Lime Zest",N/A,"Shake all ingredients. Strain and top with ginger beer. Give it a quick stir. 

Tajin ground ginger and salt rim.",
Assemble Mule,Sergio Leanza,,,"20 ml Monkey Shoulder Blended Scotch Whisky, 15 ml King's Ginger Liqueur, 20 ml Mezcal, 20 ml Agave Syrup, 15 ml Lime Juice, 4  Mint Leaves,  top Prosecco","Mint Sprig, Marshmallow",Highball Glass,"Shake all the ingredients a part from the Prosecco. Double strain in an highball. Fill with crushed Ice. Top up with a touch of Prosecco.

Garnish with a mint sprig, a marshmallow on a stick, and a green and white striped paper straw.",
Corpse Reviver No 1,,,,"50 ml H by HINE, 25 ml Calvados, 25 ml Tempus Fugit Alessio Vermouth Bianco",Orange Twist,Coupe,Shake all the ingredients over ice and strain into a chilled coupe glass. Garnish with an orange twist.,Photo credit: thecocktaillovers.com
Solera Sidecar,Joaquin Simo,Death & Co.,New York,"1.5 oz H by HINE, .5 oz Lustau East India Solera, .25 oz Grand Marnier, .25 oz Luxardo Amaretto di Saschira, .5 oz Lemon Juice, .25 oz Simple Syrup",,Coupe,"Shake all the ingredients with ice, then strain into a coupe. No garnish.",
Flamenco,,Death & Co.,New York,"1.5 oz Lustau Amontillado Sherry, 1 oz Bols Genever, .5 oz Orange Juice, .5 oz Lemon Juice, .75 oz Luxardo Orgeat Syrup, 2 dash Angostura Bitters",,Coupe,"Shake all the ingredients with ice, then strain into a coupe. No garnish.",
Orchard Malt Mule,Kevin Diedrich,,,"2 oz Glenrothes Vintage Reserve, .25 oz St. Elizabeth Allspice Dram, 1 oz Apple Cider, .5 oz Belle Brillet, .5 oz Lemon, 2 dash Angostura Bitters, 2 oz Ginger Beer","Lemon Wheel, Luxardo Cherry",Collins,Shake and 2x strain into a collins glass. Garnish with a lemon wheel and Luxardo Cherry.,
#106 Cocktail,Chelsea Little,Olive & Oak,St. Louis,"1 oz Chinaco Blanco Tequila, 1 oz Luxardo Bitter Bianco, .5 oz Pear Syrup*, .5 oz Lemon Juice,  pinch Grey Sea Salt",Sage,Coupe,"Shake and double strain into a coupe. Garnish with sage.

*Pear Syrup:
-- Pear
-- Sage
-- White Pepper
-- Star Anise",
Figge bout it,Kevin Diedrich,,,"2 oz Westland American Single Malt, .25 oz Lustau Pedro Ximénez Sherry, .75 oz Lemon Juice, .5 oz Fig & Cinnamon Syrup, 1 dash Angostura Bitters","Torched Cinnamon Stick, Luxardo Cherry",Double Rocks Glass,Shake and double strain into double rocks glass. Garnish with torched cinnamon stick and Luxardo Cherry.,
10 to 7,Gabriele Modica,Farina,San Francisco,"1 oz No. 209 Gin, 1 oz Luxardo Maraschino Liqueur, 1 oz St. Germain, 1 oz Lemon Juice",Lemon Peel Rind,Martini,Shake and serve up in a martini glass with lemon peel rind.,
Frankie and Johnnie,Brian Floyd,,Austin,"1 oz King's Ginger Liqueur, 1 oz C. Drouin Pommeau de Normandie, .5 oz Fresh lemon juice, .5 oz Fresh orange juice, 1 dash Jerry Thomas Bitters",Lemon wheel,N/A,Shake and serve up.,
