Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients
Melya;Coffee / Tea;Non alcoholic;Coffee mug;Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.;Espresso zubereiten. In eine Kaffeetasse 1 Teelöffel ungesüßten, pulverisierten Kakao geben, dann einen Teelöffel Honig in die Tasse träufeln. Rühren Sie um, während der Kaffee brüht, das ist der lustige Teil. Der Kakao scheint den Honig ohne Mischen zu überziehen, so dass Sie eine dichte, klebrige Masse erhalten, die aussieht, als würde sie sich nie vermischen. Dann auf einmal, presto! Es sieht aus wie dunkle Schokoladensoße. Heißen Espresso über den Honig gießen und unter Rühren auflösen. Mit Sahne servieren.;Prepara l'espresso.  In una tazza da caffè, mettete 1 cucchiaino di cacao amaro in polvere, quindi coprite un cucchiaino con del miele e versatelo nella tazza.  Mescola mentre il caffè si prepara, questa è la parte divertente.  Il cacao sembra ricoprire il miele senza mescolarsi, quindi si ottiene una massa polverosa e appiccicosa che sembra non si mescolerà mai.  Versare l'espresso caldo sul miele, mescolando per scioglierlo.  Servire con la panna.;https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg;Cocoa powder, Unsweetened Honey, Espresso
Mojito;Cocktail;Alcoholic;Highball glass;Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.;Minzblätter mit Zucker und Limettensaft verrühren. Füge einen Spritzer Sodawasser hinzu und fülle das Glas mit gebrochenem Eis. Den Rum eingießen und mit Sodawasser übergießen. Garnieren und mit einem Strohhalm servieren.;Pestare le foglie di menta con lo zucchero e il succo di lime.  Aggiungere una spruzzata di acqua di seltz e riempi il bicchiere con ghiaccio tritato.  Versare il rum e riempire con acqua di seltz.  Guarnire con una fetta di lime, servire con una cannuccia.;https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg;Soda water, 2-4 Mint, 2 tsp Sugar, Juice of 1 Lime, 2-3 oz Light rum
Mimosa;Ordinary Drink;Alcoholic;Champagne flute;Ensure both ingredients are well chilled, then mix into the glass. Serve cold.;Achten Sie darauf, dass beide Zutaten gut gekühlt sind, und mischen Sie sie dann in das Glas. Kalt servieren.;Assicurati che entrambi gli ingredienti siano ben raffreddati, quindi mescolali nel bicchiere.  Servire freddo.;https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg;2 oz Orange juice, Chilled Champagne
Mai Tai;Ordinary Drink;Alcoholic;Collins glass;Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.;Alle Zutaten mit Eis schütteln. In ein Glas abseihen. Garnieren und mit Trinkhalm servieren.;Shakerare tutti gli ingredienti con ghiaccio.Filtrare nel bicchiere.;https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg;1 Cherry, 1 1/2 oz Sweet and sour, 1/2 oz Triple sec, 1/2 oz Orgeat syrup, 1 oz Light rum
Martini;Cocktail;Alcoholic;Cocktail glass;Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.;Direkt: Alle Zutaten in ein Mischglas mit Eiswürfeln geben. Gut umrühren. In einem gekühlten Martini-Cocktailglas abseihen. Den Saft aus der Zitronenschale auf das Getränk drücken oder mit Olive garnieren.;Versare tutti gli ingredienti nel mixing glass con cubetti di ghiaccio. Mescolare bene. Spremi la scorza di limone sulla bevanda o guarnisci con l'oliva.Filtrare in una coppetta da cocktail Martini ghiacciata.;https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg;1 Olive, 1/3 oz Dry Vermouth, 1 2/3 oz Gin
Margarita;Ordinary Drink;Alcoholic;Cocktail glass;Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.;Reiben Sie den Rand des Glases mit der Limettenscheibe, damit das Salz daran haftet. Achten Sie darauf, dass nur der äußere Rand angefeuchtet wird und streuen Sie das Salz darauf. Das Salz sollte sich auf den Lippen des Genießers befinden und niemals in den Cocktail einmischen. Die anderen Zutaten mit Eis schütteln und vorsichtig in das Glas geben.;Strofina il bordo del bicchiere con la fetta di lime per far aderire il sale.  Avere cura di inumidire solo il bordo esterno e cospargere di sale.  Il sale dovrebbe presentarsi alle labbra del bevitore e non mescolarsi mai al cocktail.  Shakerare gli altri ingredienti con ghiaccio, quindi versarli delicatamente nel bicchiere.;https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg;Salt, 1 oz Lime juice, 1/2 oz Triple sec, 1 1/2 oz Tequila
Manhattan;Cocktail;Alcoholic;Cocktail glass;Stirred over ice, strained into a chilled glass, garnished, and served up.;Über Eis gerührt, in ein gekühltes Glas geseiht, garniert und serviert.;Mescolate su ghiaccio, filtrate in un bicchiere freddo, guarnite e servite.;https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg;1 twist of Orange peel, 1 Maraschino cherry, 2 or 3 Ice, dash Angostura bitters, 2 1/2 oz Blended Bourbon, 3/4 oz Sweet Vermouth
Michelada;Cocktail;Alcoholic;Pint glass;Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.  Served In a chilled, salt-rimmed glass;N/A;Mescola la birra con succo di pomodoro, succo di lime appena spremuto e salsa Worcestershire, salsa teriyaki, salsa di soia o salsa piccante.  Servito in un bicchiere ghiacciato bordato di sale;https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg;Dash Soy Sauce, Dash Worcestershire Sauce, Dash Hot Sauce, 1 tblsp Lime Juice, 4 oz Tomato Juice, 4 oz Beer
Miami Vice;Cocktail;Alcoholic;Cocktail glass;First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).;Zuerst: Pina Colada mit 7,5 cl. Rum und Eis mischen (beiseite legen). Zweitens: Daiquiri mit 7,5 cl. Rum und Eis mischen. Drittens: Im gefrorenen Zustand Pina Colda-Mix hinzufügen, dann Daiquiri in Glas mischen (Achten Sie darauf, dass sie nicht miteinander vermischt werden).;Primo: mescola la pina colada con 75ml di rum con ghiaccio (mettere da parte).  Secondo: mescola daiquiri con 75ml di rum con ghiaccio.  Terzo: mentre è freddo, aggiungi il mix di pina colada e poi i daiquiri nel bicchiere (assicurandoti che non si mescolino insieme).;https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg;frozen Daiquiri mix, frozen Pina colada mix, 5 oz Bacardi 151 proof rum
Mudslinger;Punch / Party Drink;Alcoholic;Punch bowl;Add all contents to a large jug or punch bowl. Stir well!;Füge den gesamten Inhalt in eine große Kanne oder Bowle. Gut umrühren!;Aggiungi tutto il contenuto a una brocca grande o una ciotola da punch.Mescolare bene!;https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg;750 ml Pepsi Cola, 1 L Orange juice, 750 ml Southern Comfort
Moranguito;Shot;Alcoholic;Shot glass;first you put rhe absinthe, then put tequila, then put the Granadine syrup.;Erst den Absinth, dann den Tequila, dann den Grenadinesirup.;Prima metti l'assenzio, poi la tequila, poi lo sciroppo di granatina.;https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg;1/5 Grenadine, 2/5 Tequila, 2/5 Absinthe
Mint Julep;Ordinary Drink;Alcoholic;Collins glass;In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.;In einem Highball-Glas die Minze, den Zucker und das Wasser vorsichtig verrühren. Füllen Sie das Glas mit gebrochenem Eis, fügen Sie Bourbon hinzu und rühren Sie gut um, bis das Glas gut gefrostet ist. Mit einem Minzzweig garnieren.;In un bicchiere highball pestare delicatamente la menta, lo zucchero e l'acqua.  Riempite il bicchiere con ghiaccio tritato, aggiungete il Bourbon e mescolate bene fino a quando il bicchiere sarà ben glassato.  Guarnire con un rametto di menta.;https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg;2 tsp Water, 1 tsp Powdered sugar, 2 1/2 oz Bourbon, 4 fresh Mint
Martinez 2;Cocktail;Alcoholic;Cocktail glass;Add all ingredients to a mixing glass and fill with ice.    Stir until chilled, and strain into a chilled coupe glass.;Alle Zutaten in ein Mischglas geben und mit Eis füllen. Bis zum Abkühlen umrühren und in ein gekühltes Coupéglas abseihen.;Aggiungere tutti gli ingredienti in un mixing glass e riempire di ghiaccio, mescolare fino a quando si saranno raffreddati e filtrare in un bicchiere da coupé freddo.;https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg;2 dashes Angostura Bitters, 1 tsp Maraschino Liqueur, 1 1/2 oz Sweet Vermouth, 1 1/2 oz Gin
Masala Chai;Coffee / Tea;Non alcoholic;Coffee Mug;Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.;2 Tassen Wasser zum Kochen bringen. Alle Zutaten zugeben und nochmals ca. 15 Sekunden kochen lassen. Eine Minute stehen lassen. Milch in einem Topf erwärmen. Tee in Tassen filtern. Milch und Zucker hinzufügen. Servieren.;Porta ad ebollizione 2 tazze d'acqua.  Aggiungere tutti gli ingredienti e far bollire di nuovo per circa 15 secondi.  Lascia riposare per un minuto.  Latte caldo in una pentola.  Filtra il tè in tazze.  Aggiungere il latte e lo zucchero.  Questo è tutto.;https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg;Milk, to taste Sugar, 1-2 whole Black pepper, 1 piece Cinnamon, 3 Cloves, 3-4 crushed Cardamom, 1 chunk dried Ginger, 3-4 tsp Tea, 2 cups Water
Mulled Wine;Punch / Party Drink;Alcoholic;Collins Glass;"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.";"3 Tassen Wasser mit Zucker, Nelken, Zimtstangen und Zitronenschale in einem Edelstahltopf 10 Minuten köcheln lassen. Wein auf ""Kaffeetemperatur"" erhitzen (nicht kochen) und füge dann den Brandy hinzu.";"Fai bollire 3 tazze di acqua con, zucchero, chiodi di garofano, bastoncini di cannella e scorza di limone in una pentola di acciaio inossidabile per 10 minuti.  Portare il vino a ""temperatura del caffè"" (NON BOLLITE) quindi aggiungere il brandy.";https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg;1/4 cup Brandy, 750 ml Red wine, 1 Lemon peel, 2 Cinnamon, 12 Cloves, 1 cup Sugar, 3 cups Water
Moscow Mule;Punch / Party Drink;Alcoholic;Copper Mug;Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.;Mischen Sie Wodka und Ingwerbier in einem mit Eis gefüllten Highball-Glas. Limettensaft hinzufügen. Vorsichtig umrühren. Garnieren.;Unisci la vodka e la ginger beer in un bicchiere highball pieno di ghiaccio.  Aggiungi il succo di lime.  Mescola delicatamente.;https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg;8 oz Ginger ale, 2 oz Lime juice, 2 oz Vodka
Mocha-Berry;Coffee / Tea;Alcoholic;Irish coffee cup;pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.;Geben Sie 18 cl. Kaffee in eine Tasse oder eine irische Kaffeetasse. Fügen Sie Kokamischung und Chambord hinzu, mischen Sie gut und geben Sie Schlagsahne dazu.;Versa 170gr di caffè in una tazza o in una tazza di caffè irlandese.  Unire il mix di cacao e lo Chambord, mescolare bene e completare con la panna montata.;https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg;Whipped cream, 2 tblsp Cocoa powder, 2 oz Chambord raspberry liqueur, 6 oz Coffee
Munich Mule;Cocktail;Alcoholic;Highball glass;Fill glass with ice  Pour Gin and Lime Juice  Fill glass with Ginger Beer  Garnish with Cucumer and Lime slice;N/A;Riempi il bicchiere di ghiaccio  Versare il gin e il succo di lime  Riempi il bicchiere con Ginger Beer  Guarnire con cetriolo e fetta di lime;https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg;Chopped lemon, Chopped Cucumber, 10 cl Ginger Beer, 2 cl Lime Juice, 5 cl Gin
Mojito Extra;Cocktail;Alcoholic;Collins glass;Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.;Minze mit Zitronensaft in ein Glas geben, Minze mit einem Löffel zerdrücken. Eis und Rum hinzufügen und mit Soda auffüllen. Krönen Sie es mit Angostura.;Metti la menta con il succo di limone in un bicchiere, schiaccia la menta con un cucchiaio, ghiaccio, rum e riempila con la soda.  Completalo con Angostura.;https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg;8 drops Angostura bitters, 1/8 L Club soda, 1/8 L Jamaican Dark rum, 3 cl Lemon juice, 1/2 handful Mint
Monkey Gland;Ordinary Drink;Alcoholic;Cocktail glass;Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.;Im Shaker über Eiswürfel gießen, in ein gekühltes Cocktailglas abseihen.;Shakerare bene sopra i cubetti di ghiaccio in uno shaker, filtrare in una coppetta da cocktail fredda.;https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg;1 tsp Grenadine, 1/2 oz Orange juice, 1 tsp Benedictine, 2 oz Gin
Monkey Wrench;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.;Alle Zutaten in ein old-fashioned Glas geben, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.;Versare tutti gli ingredienti in un bicchiere vecchio stile quasi riempito di cubetti di ghiaccio.Mescolare bene.;https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg;1 dash Bitters, 3 oz Grapefruit juice, 1 1/2 oz Light rum
Midnight Manx;Ordinary Drink;Alcoholic;Old-fashioned glass;Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!;Füllen Sie einen Mixer mit Eis und fügen Sie Baileys, Kahlua, Goldshlager und Sahne hinzu. 5 Sekunden schütteln und in ein mit Eis gefülltes Doppelglas abseihen. Fügen Sie gekühlten Kaffee hinzu Rühren und genießen Sie!;Riempi un mixing glass con ghiaccio e aggiungi Baileys, Kahlua, Goldschlager e panna. Shakerare per 5 secondi e filtrare in un bicchiere double rocks pieno di ghiaccio. Aggiungi caffè freddo Mescola e divertiti!;https://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg;2 oz Hazlenut Coffee, 2 oz Heavy cream, dash Goldschlager, 1 oz Baileys irish cream, 1 oz Kahlua
Mother's Milk;Shot;Alcoholic;Shot glass;Shake over ice, strain. Serves two.;Über Eis schütteln, abseihen. Für zwei Personen.;Shakerare sul ghiaccio, filtrare.  Per due persone.;https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg;1 oz Milk, 1 oz Butterscotch schnapps, 1 oz Goldschlager
Midnight Mint;Cocktail;Alcoholic;Cocktail glass;If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.;Wenn verfügbar, Cocktailglas (Martini) mit Zuckersirup, dann in Schokoladenflocken oder Pulver eintauchen. Zutaten in den Shaker mit Eis geben. Gut schütteln und dann in ein Cocktailglas abseihen.;Se disponibile, bordare il bicchiere da cocktail con sciroppo di zucchero e immergerlo in scaglie di cioccolato o polvere.  Aggiungi gli ingredienti in uno shaker con ghiaccio.  Shakerare bene e filtrare in una coppetta da cocktail.;https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg;3/4 oz double Cream, 3/4 oz White Creme de Menthe, 1 oz Baileys irish cream
Mary Pickford;Cocktail;Alcoholic;Cocktail glass;Shake and strain into a chilled large cocktail glass;Schütteln und abseihen in ein gekühltes großes Cocktailglas.;Shakerare e filtrare in una grande coppetta da cocktail fredda;https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg;1 Maraschino cherry, 1/2 tsp Grenadine, 1/2 tsp Maraschino liqueur, 1 oz Pineapple juice, 1 1/2 oz Light rum
