Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients;Bartender;Bar/Company;Location;Garnish;Notes
International Mistress;N/A;N/A;Collins;Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.;N/A;N/A;N/A;1.5 oz Amaro Nonino Quintessentia, .75 oz Lemon Juice, .5 oz Mezcal, .5 oz Small Hand Foods Orgeat, 2 oz Soda Water;N/A;MAVEN;San Francisco;Grapefruit Peel;Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Mezcal Coffee Old Fashioned;N/A;N/A;N/A;Stir, serve on a large rock with an orange twist garnish.;N/A;N/A;N/A;2 oz Mezcal, .5 oz Rich coffee syrup*, .5 oz Amargo Vallet;Caitlin Laman;N/A;N/A;Orange twist;*2:1 sugar (raw) to Mexican coffee.
Scotch Joplin;N/A;N/A;Nick & Nora;Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist.;N/A;N/A;N/A;2 oz Ardbeg Ten, .75 oz Luxardo Aperitivo, .5 oz The Genuine Curacao Liqueur Orange, 5 dash Orange Bitters;N/A;Hideout at Dalva;San Francisco;Lemon Twist;Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Virgil St.;N/A;N/A;Double Rocks Glass;Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.;N/A;N/A;N/A;1 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .5 oz Old Tom Gin, .5 oz Tempus Fugit Kina L'Aero d'Or, 1 dash Duplais Swiss Absinthe Verte;N/A;Trick Dog;San Francisco;Lemon Peel;Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
The Hollinger Manhattan;N/A;N/A;Coupe;Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.;N/A;N/A;N/A;2 oz Rittenhouse Rye, .5 oz Sweet Vermouth, .25 oz Luxardo Maraschino Liqueur, .25 oz Duplais Swiss Absinthe Verte;N/A;Elixir;San Francisco;Luxardo Cherry;Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
The Claridge;N/A;N/A;N/A;Stir, strain, and serve straight up.;N/A;N/A;N/A;2.25 oz Gin, 2.25 oz Dry Vermouth, .75 oz Luxardo Apricot Liqueur, .75 oz Cointreau;N/A;N/A;N/A;N/A;N/A
Venetian;N/A;N/A;N/A;Stir, strain, and serve straight up. Express zest and garnish.;N/A;N/A;N/A;.5 oz Luxardo Amaretto di Saschira, .5 oz Campari, .5 oz Dry Vermouth;N/A;Absinthe Brasserie & Bar;San Francisco;Lemon Zest;N/A
The Professor;N/A;N/A;N/A;Stir, tastes great up or over a large ice cube with an orange twist.;N/A;N/A;N/A;1.5 oz Nikka Coffey Grain Whisky, .75 oz Madeira, .75 oz Dolin Dry Vermouth, .25 oz Nux Alpina Walnut Nocino Liqueur, 1 dash Angostura Bitters;Brandon Wise;Imperial;Portland;Orange twist;N/A
Cullerton Street;N/A;N/A;Double Rocks Glass;Stir. Add ice cube.  *Barley Tea-Infused Nikka Coffey Grain Whiskey: -- 10 g. Barley Tea (1 package) -- 750 mls. Nikka Coffey Grain Whisky In a cambro, empty a bottle of Nikka Coffey Grain Whiskey, add 1 package of barley tea. Steep for 30 minutes at room temperature. Strain and store.;N/A;N/A;N/A;2 oz Barley Tea-Infused Nikka Coffey Grain Whisky*, .25 oz Verjus Blanc, .25 oz Kummel Liqueur, .75 oz Pineau des Charentes, 1 tsp Demerara Sugar Syrup;Julia Momose;GreenRiver;Chicago;Fukujinzuke Spray, Lemon Expression;N/A
Doctor's Orders;N/A;N/A;Cocktail Glass;Stir. Serve in a small cocktail glass. Lemon twist to garnish.;N/A;N/A;N/A;1.75 oz Junipero Gin, .75 oz Dry Vermouth, .25 oz Curacao, 1 dash Tempus Fugit Abbott's Bitters;N/A;N/A;N/A;Lemon Twist;N/A
Creole;N/A;N/A;Martini Glass;Stir. Strain into martini glass. Garnish with lemon twist.;N/A;N/A;N/A;1.5 oz H by HINE, .75 oz Clement Creole Shrubb, .75 oz Fino Sherry, 2 dash Orange Bitters;Kevin Diedrich;BDK Restaurant & Bar;San Francisco;Lemon Twist;Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Coffee & Clove;N/A;N/A;Nick & Nora;Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.;N/A;N/A;N/A;1.5 oz Nikka Coffey Grain Whisky, .75 oz Manzanilla Sherry, .75 oz Orange Liqueur, 2 dash Clove Tincture;Anthony Parks;Mourad;San Francisco;N/A;N/A
Swedish Nightingale;N/A;N/A;N/A;Stir. Strain. Lemon peel garnish.;N/A;N/A;N/A;1.5 oz No.3 London Dry Gin, .5 oz Maurin Quina, .25 oz Pineapple Gomme Syrup, 1 bsp Peated Kola Nut Tincture, 2 dash Angostura Bitters;Morgan Schick;Jupiter Olympus;San Francisco;Lemon Peel;N/A
Nigamono;N/A;N/A;Double Old Fashioned Glass;Stir. Use large ice cube.;N/A;N/A;N/A;2 oz Nikka Coffey Grain Whisky, .75 oz Maurin Quina, .75 oz Luxardo Amaro Abano;John deBarry;Momofuku;N/A;Luxardo Cherries;N/A
Gran Classico Negroni;N/A;N/A;N/A;Strain into an ice filled glass and garnish with an orange twist.;N/A;N/A;N/A;.75 oz Tempus Fugit Gran Classico Bitter, .75 oz No.3 London Dry Gin, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso;N/A;N/A;N/A;Orange Twist;N/A
Pink Mojito;N/A;N/A;N/A;To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.;N/A;N/A;N/A;2 oz Pink Pigeon Rum, .25 oz Simple syrup, 2 oz Cranberry juice, 1 fill Club soda,   Mint leaves, 1 whole Lime, Juiced;Kate Grutman;N/A;N/A;Mint sprig;N/A
Karlsson's Winter Punch;N/A;N/A;N/A;Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.);N/A;N/A;N/A;750 ml Karlsson's Gold Vodka, 5 oz Pomegranate Juice, 9 oz Cranberry Juice, 9 oz Aperol, 4 oz Simple Syrup (equal parts sugar and water), 3  Star Anise, 5  Cloves, 4  Allspice Berries, 3  Cinnamon Sticks, 2 oz Orange Peel;Sean McClure;N/A;N/A;Fresh Orange Wheels;With the winter months upon us, you are sure to find a need for a great punch recipe. Punches are very versatile and always a hit at parties. This punch can be served chilled or warm, depending on your taste. If served chilled, we recommend having a bottle of champagne on ice next to the punch bowl to offer your guests the option of topping their punch off with a bit of bubbles.
The Boys of Summer Cup;N/A;N/A;Collins;Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.;N/A;N/A;N/A;1 oz No.3 London Dry Gin, 1 oz Dolin Rouge Vermouth, .5 oz The Genuine Curacao Liqueur Orange, .5 oz King's Ginger Liqueur, .25 oz Chareau Liqueur, .5 oz Fresh Lemon Juice, 1 top Fever-Tree Bitter Lemon;Alex Smith;Novela;San Francisco;Lemon Wheel, Mint Sprig;N/A
Brisa del Sur;N/A;N/A;N/A;Top with Grapefruit soda. Shake and strain into ice filled glass.;N/A;N/A;N/A;1.5 oz BarSol Selecto Italia Pisco, .5 oz Rocoto passion fruit reduction, .5 oz Fresh lime juice, .5 oz Simple syrup;Johel Huaman Barbosa & Christian Hurtado;NEAT;Westport;Cilantro;Served at the 7 Pisco Brands: 14 Cocktails
Bianco Americano;N/A;N/A;N/A;Topped with about 4 oz. of LaCroix Pamplemousse. Garnish with grapefruit twist and thyme.;N/A;N/A;N/A;1.5 oz Luxardo Bitter Bianco, 1 oz Tempus Fugit Kina L'Aero d'Or, .5 oz Junipero Gin;Matt Grippo;Blackbird;San Francisco;Grapefruit Twist, Thyme;N/A
Soleo;N/A;N/A;N/A;Use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.;N/A;N/A;N/A;1 oz Luxardo Limoncello, 1 oz Herbal Liqueur;Francesco Lafranconi;N/A;N/A;Fresh lemon verbena sprig;Shake the bottle containing the mixture before serving.
Vieja Moda;N/A;N/A;Old Fashioned Glass;Using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. Then add Cinnamon-Clove Syrup and 3 large ice cubes.  Separately, in a large mixing glass full of ice, pour in Chinaco Anejo Tequila. Using a barspoon, stir for 28-33 rotations. Strain tequila into prepared glass. Add 4 drops of Bittermens Hellfire Bitters. Garnish and enjoy.  *Cinnamon-Clove Syrup:   -- 2 C Water -- 1 C Demarea Sugar -- 4-5 Cinnamon Sticks -- 7-9 Cloves  Combine Water and Demarea in a pot and bring to a simmer until the sugar is dissolved. Remove from heat. Add Cinnamon Sticks and Cloves and let steep. Leave at room temperature, overnight. Once cooled, strain into a squeeze bottle and refrigerate.;N/A;N/A;N/A;2 oz Chinaco Anejo Tequila, 1 tsp Cinnamon-Clove Syrup*, 4 drops Bittermens Hellfire Habanero Shrub Bitters, 1 peel Grapefruit;N/A;N/A;N/A;Grapefruit Peel;N/A
Flambeed Brandy Alexander;N/A;N/A;Mug;Warm and flame H by Hine VSOP Fine Champagne in metal mug like a Blue Blazer without the tossing back and forth. Douse flame of heated brandy with cacao, top with foamed cream. Garnish with freshly grated nutmeg.;N/A;N/A;N/A;2 oz H by HINE, 1 oz Tempus Fugit Creme de Cacao, 1 oz Cream (steamed as for a cappuccino);N/A;N/A;N/A;Nutmeg;N/A
PB&K Old Fashioned;N/A;N/A;Rocks Glass;Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.;N/A;N/A;N/A;1 oz Karlsson's Gold Vodka, 1 oz Cognac, .5 oz Benedictine, 1 tincture Angostura Bitters, 1 tincture Peychaud's Bitters, 1 pc Lemon Twist, 1 pc Orange Twist,   Peanut Butter Powder;Sean McClure;N/A;N/A;N/A;N/A
Fiery Clydesdale;N/A;N/A;Highball Glass;Wet shake all ingredients except grapefruit soda, pour over ice and top with grapefruit soda. Rim glass with grapefruit demerara. Add dehydrated grapefruit wheel and slice of fresh root ginger for garnish.;N/A;N/A;N/A;1.5 oz Pusser's Blue Label Rum , .5 oz King's Ginger Liqueur, .5 oz Ginger Syrup, .25 oz Lime Juice, 1 top Homemade Pink Grapefruit Soda;Lucia Stucki;Mora Bar & Kitchen;United Kingdom;Dehydrated Grapefruit Wheel, Fresh Root Ginger Slice;N/A
Mister Gingy;N/A;N/A;Collins;Whip / Dump / Crushed;N/A;N/A;N/A;1 oz King's Ginger Liqueur, 1 oz Glenrothes Vintage Reserve, .75 oz Pineapple Gum, .75 oz Lemon Juice, 2 dash Angostura Bitters;N/A;Honeycut;Los Angeles;Mint Sprig, Pineapple Wedge;N/A
Negroni Sorbetto;N/A;N/A;Coupe;Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.;N/A;N/A;N/A;.5 oz Junipero Gin, .5 oz Luxardo Bitter, .5 oz Tempus Fugit Alessio Vermouth Bianco, .5 oz Dry Vermouth, 1 scoop Orange Sorbet, 2 drops Bittermens Orange Cream Citrate;Hung Nguyen;Caffe Dante;New York;Dehydrated Orange Wheel;N/A
Amaretto Jello Shot, Why Not;N/A;N/A;N/A;This is a recipe for Jello Shots!;N/A;N/A;N/A;2 cups Boiling water, 6 packages Raspberry Jello packages, 1.25 cup Luxardo Amaretto di Saschira, .25 cup Fresh lime juice, .5 cup Cold water;Monica Anderson;Republic Street Bar;Fort Worth;N/A;N/A
Local Edition Punch;N/A;N/A;N/A;Combine all ingredients in a punch bowl. Mix well.;N/A;N/A;N/A;12 bottles H by HINE, 4 bottles Luxardo Apricot Liqueur, 1 bottle King's Ginger Liqueur, 1 bottle Luxardo Aperitivo, 4 bottles Lemon juice;Adam Delaney;N/A;San Francisco;Lemon wheels(floating garnish);Note* this is for a 6-8 quart punch bowl
Classic Lolita;N/A;N/A;Crystal Rocks;Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.;N/A;N/A;N/A;2 oz Nikka Whisky Taketsuru, .5 oz Okinawa sugar, .5 oz Soda, 2 dash Orange Bitters, 2 dash Old Fashioned Bitters;Nick Jones;Pabu;San Francisco;Orange Peel;Classic Lolita is inspired by an Old Fashioned, substituting Nikka Japanese Whisky and the addition of okinawa sugar adds a nice character. Okinawa sugar is more like a molasses and like its name, it comes from the island of Okinawa. Lolita is a Victorian style that was very popular in Japan for some time, the look was very 'Old Fashioned' hence the name for the cocktail.
Bloody Swede;N/A;N/A;N/A;Combine all ingredients in a large pitcher and mix well. Store in fridge over night to let all the flavors meld together.;N/A;N/A;N/A;2 oz Karlsson's Gold Vodka, 2 oz Bloody mix*, 1  Caper berry, 1  Celery stalk, 1  Cherry tomato, 1  Pepperoncini, 1  Pickled okra, 1  Cocktail onion, 1  Pipparas Pepper, 1  Lemon slice, 1  Jalapeno stuffed olive;Sean McClure;N/A;N/A;N/A;*Bloody Mary Mix (yield- about .75 of a gallon):  Ingredients - 64 oz. V8 Vegetable juice - 2 Tbsp. Dijon mustard - 4 Tbsp. Worcestershire sauce - 3 Tbsp. prepared horseradish - 2 Tbsp. Cholula hot sauce - 2.5 oz. fresh lemon juice - 1.5 oz.fresh lime juice - 2 Tbsp. Pickled okra brine - 1 tsp. Ground celery seed - 2 tsp. Fresh ground black pepper - 2 tsp. Kosher salt - 2 tsp. Hipster dust
Ju-Ju Hurricane;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1 oz Luxardo Amaretto di Saschira, .25 oz Briottet Creme de Cassis, 2 oz Pink Pigeon Rum, 1 oz No.3 London Dry Gin, 1 oz Gossling's 151 Rum, 2 oz Grapefruit Juice, 2 oz Pineapple Juice;Kate Grutman;N/A;Los Angeles;Fresh Pineapple Chunks, Luxardo Cherries, Grapefruit Slice;*Add umbrella toothpick for a fun look.
Bay Shandy;N/A;N/A;Collins;N/A;N/A;N/A;N/A;2 oz Pink Pigeon Rum, 1.5 oz Blood Orange Juice, 1 float Ale;Kate Grutman;N/A;Los Angeles;Brown sugar rim;N/A
II Piacere;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz English Harbour Rum, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Fresh lemon juice, .25 oz Luxardo Maraschino Cherry/Cherries, 1  Egg white, 4 dash Bittermens Boston Bittahs;Ann Maynard;N/A;Austin;N/A;N/A
True Dish;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1 oz No.3 London Dry Gin, .5 oz Luxardo Angioletto (Hazelnut Liqueur), .5 oz Luxardo Amaretto di Saschira, .5 oz Cinnamon honey syrup, .25 oz Luxardo Limoncello, 1 dash Orange blossom water, 1 whole Egg;Naomi Levy;N/A;Boston;N/A;N/A
The Fifth Star;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Luxardo Amaretto di Saschira, .5 oz Luxardo Bitter, .5 oz Luxardo Fernet, .25 oz Lustau Dry Olorosso Sherry, 1 oz La Colombe Cold Draft Coffee;Liz Pearce;N/A;Chicago;N/A;N/A
California Aurora;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, .5 oz Honey syrup, .75 oz Fresh lemon juice, 4 dash California Poppy Oil, 1 float Anchor California Lager, 6  Fresh Sage leaves;Brittini Rae;N/A;Los Angeles;N/A;N/A
Plum Loco;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz Luxardo Slivovitz, .5 oz Junipero Gin, .75 oz Grapefruit Juice, .5 oz Coco KJ (House-made Coco Lopez), .25 oz Luxardo Limoncello, 1 dash Angostura Bitters;KJ Williams;N/A;New York;N/A;N/A
Port's North Fogcutter Cup;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1 oz Luxardo Aperitivo, .5 oz Luxardo Apricot Liqueur, 1 oz Napa Valley Moscato Late Harvest (Mondavi Moscato d'Oro), 1 oz Dry Amontillado Sherry, .75 oz Lemon Juice, .5 oz Junipero Gin, .5 oz House-made Orgeat, 15 microdrops Cinnamon Tincture;Michael Jack Pazdon;N/A;San Francisco;N/A;N/A
Mayan Sacrifice;N/A;N/A;Shot Glass;N/A;N/A;N/A;N/A;1.5 oz Chinaco Blanco Tequila, .5 oz D'Arisit Xtabentun Honey Liqueur;N/A;N/A;N/A;Luxardo Cherry;N/A
Lox, Stock & Two Smoking Barrels;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Glenrothes Vintage Reserve,   Coffee-Infused Lustau East India Solera,   Cinnamon Syrup,   Milk;Karen Grill;The Spare Room;Los Angeles;Cinnamon, Cinnamon Raisin Bagel Chip;N/A
Speyside Highball;N/A;N/A;Highball Glass;N/A;N/A;N/A;N/A;1.5 oz Glenrothes Vintage Reserve, 1 oz Tuaca, .75 oz Lemon Juice, .75 oz Lemon Verbana Simple, 1 top Soda;N/A;N/A;N/A;Cucumber;N/A
The Shah's Shandy;N/A;N/A;Collins;N/A;N/A;N/A;N/A;1 oz King's Ginger Liqueur, .5 oz No.3 London Dry Gin, .75 oz Meyer lemon juice, .25 oz Rich simple syrup (2:1 sugar to water), 3 oz Anchor Liberty Ale;Reza Esmaili;N/A;San Francisco;Meyer lemon zest/twist;N/A
Elderfashion;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2 oz Hirsch Small Batch Reserve Bourbon, 1 oz Pages Elderflower Syrup, 1 dash Angostura bitters;N/A;N/A;N/A;Orange peel;N/A
Lychee & 3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz No.3 London Dry Gin, .5 oz Dry Vermouth, .5 oz King's Ginger Liqueur, .75 oz Yuzu, .75 oz Lychee Puree, .5 oz Simple Syrup,   Basil Leaves;Michael Parish;N/A;Miami;N/A;N/A
Mauritian Sunrise;N/A;N/A;Rocks Glass;N/A;N/A;N/A;N/A;1.5 oz Pink Pigeon Rum, 2 oz Orange Juice, 1 float Luxardo Aperitivo;N/A;N/A;San Francisco;N/A;N/A
My Spicy Valentine;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz Karlsson's Gold Vodka, 1 oz Creme de Cacao, .5 oz Orange liqueur, 2 oz Milk, 3 dash Chocolate bitters;N/A;N/A;N/A;N/A;N/A
Five Star Cocktail;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz King's Ginger Liqueur, .5 oz B.G. Reynolds Cinnamon syrup, .5 oz Grapefruit juice, .5 oz Lemon juice, .5 oz Luxardo Amaro Abano, 1 dash Bar Keep fennel bitters;N/A;Five Star;Chicago;N/A;N/A
Doitashimashie;N/A;N/A;Old Fashioned Glass;N/A;N/A;N/A;N/A;2 oz Nikka Coffey Grain Whisky, .25 oz Demerara Syrup, 1 dash Angostura bitters;Nick Meyer;The Soigne Group;Los Angeles;Orange Twist, Mint;N/A
Lucky No.3;N/A;N/A;Old Fashioned Glass;N/A;N/A;N/A;N/A;1.5 oz No.3 London Dry Gin, 1 oz Luxardo Aperitivo, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, 1 dash Grapefruit Bitters, 1 pinch Kosher Salt;Nick Meyer;The Soigne Group;Los Angeles;Grapefruit Twist;N/A
Motel Nacional;N/A;N/A;Collins;N/A;N/A;N/A;N/A;1.5 oz Chinaco Blanco Tequila, .5 oz Luxardo Apricot Liqueur, .75 oz Lime juice, 1 oz Fresh Pineapple juice, .5 oz Simple syrup, 1 oz Soda water;Nick Meyer;The Soigne Group;Los Angeles;N/A;N/A
Southside Fizz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2 oz No.3 London Dry Gin, 1 oz Simple syrup, .75 oz Lime juice, 4 leaves Mint leaves, 1 oz Fever Tree Club Soda;Kevin Diedrich;N/A;San Francisco;N/A;N/A
Champagne Sidecar;N/A;N/A;N/A;N/A;N/A;N/A;N/A;.75 oz H by HINE, .75 oz Luxardo Triplum (Triple Sec), .5 oz Lemon juice, .25 oz Simple syrup, 1 oz Champagne;Kevin Diedrich;N/A;San Francisco;N/A;N/A
Pisco Sling;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz BarSol Primero Quebranta Pisco, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .25 oz Luxardo Triplum (Triple Sec), .25 oz Benedictine, 2 oz Pineapple juice, .5 oz Lime juice, .25 oz Grenadine;Kevin Diedrich;N/A;San Francisco;N/A;N/A
T&T;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz Chinaco Reposado Tequila, .5 oz Luxardo Aperitivo, 3 oz Fever-Tree Tonic Water;Kevin Diedrich;N/A;San Francisco;N/A;N/A
Scottish Fruit Tart;N/A;N/A;N/A;N/A;N/A;N/A;N/A;.75 oz Glenrothes Vintage Reserve, .75 oz Luxardo Sangue Morlacco Cherry Liqueur, .75 oz Sweet Vermouth, .75 oz Fresh Orange Juice;N/A;N/A;N/A;Fresh Peach Slice;N/A
The Greatest Punch on Earth;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4 oz Don Cesar Pisco, 1 oz Luxardo Triplum (Triple Sec), 4 oz Apple Cider, 2 oz Oloroso Sherry, 1 oz Sherry Vinegar,   Regans' Orange Bitters,   Angostura Bitters;Morgan Schick;Jupiter Olympus;San Francisco;N/A;N/A
3 & Tree Tonic;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5 oz No.3 London Dry Gin, 1 top Fever-Tree Tonic Water;N/A;N/A;N/A;Lime or Lemon Wedge;N/A
The King's Ginger Truffles;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1/2 cups Good quality dark chocolate, 1 cup Double cream, 5 Tbsp The King's Ginger, 1 tsp Finely chopped drained stem ginger in syrup;N/A;N/A;N/A;N/A;N/A
Kerouac;N/A;N/A;Collins;N/A;N/A;N/A;N/A;1.5 oz Chinaco Reposado Tequila, .5 oz Gran Classico, .5 oz Luxardo Triplum (Triple Sec), .5 oz Lime, .5 oz Grapefruit, 1 top Soda;Kevin Diedrich;N/A;N/A;Grapefruit Twist;N/A
Cove;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 oz Cynar, 1 oz Mancino Vermouth Secco, 1 tsp Regans' Orange Bitters No. 6;Takumi  Watanabe;The Sailing Bar;Japan;Orange twist;N/A
Margarita;Ordinary Drink;Alcoholic;Old Fashioned Glass;Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.;Reiben Sie den Rand des Glases mit der Limettenscheibe, damit das Salz daran haftet. Achten Sie darauf, dass nur der äußere Rand angefeuchtet wird und streuen Sie das Salz darauf. Das Salz sollte sich auf den Lippen des Genießers befinden und niemals in den Cocktail einmischen. Die anderen Zutaten mit Eis schütteln und vorsichtig in das Glas geben.;Strofina il bordo del bicchiere con la fetta di lime per far aderire il sale.  Avere cura di inumidire solo il bordo esterno e cospargere di sale.  Il sale dovrebbe presentarsi alle labbra del bevitore e non mescolarsi mai al cocktail.  Shakerare gli altri ingredienti con ghiaccio, quindi versarli delicatamente nel bicchiere.;https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg;Salt, 1 oz Lime juice, 1/2 oz Triple sec, 1/2 oz Tequila;N/A;N/A;N/A;Salt, Lime;N/A
